name,link,price
"HP ProBook 14"" HD Laptop Computer Intel i5 Up To 32GB RAM 1TB SSD Windows 11 Pro",https://www.ebay.com/itm/286393092388?_skw=laptop&itmmeta=01JRCNSDMAK64BCDJQTFH7CA1H&hash=item42ae5bc924:g:fjMAAOSw14BnzGG-&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1d1pm5LGV3qRY4q0NGF3eS2lTSq3SWGZoqfx9LlwwMQ06HTMCsjLQSbM71h1keBUDM9MN14ElISEJ5CBYi2%2B8towl58785%2FRdGu1J6Mz9FIW9RQSn6eSLH4BT9OK4mNFIqx8Vma9z5TRQ8glo1XyLLmWH6kXP3vYaXVojl1R3wU%2Bb%2BU7T4K0uJx5xznFEDip6RL%2FapARcNUnRBe8lFNCqjRiKAoB3M6eXw84xgQq6655dwUsiRtyWJTYYGMiRAF9BSPkToIvQsAuW9o1lJVTKcq%7Ctkp%3ABk9SR-Da5ZXDZQ,not found
"Dell Laptop PC Computer 11.6"" Intel Celeron N4100 4GB RAM 64GB SSD Windows 10",https://www.ebay.com/itm/254170214367?_skw=laptop&itmmeta=01JRCNSDMANE3YJJ91HQB2FQK7&hash=item3b2db9afdf:g:ipkAAOSwCmdn72mj&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fWjxEmQlIHlqy%2FO4%2BLsAp12SPZLPiISgiUsIsOk4t%2BzkNmxtO6ulgZEYTGvDs%2BI1d%2FBD91ZDbD3%2Bw1XJwzimr3acASUQcdO1y%2FkEbgTx5bjJw%2FV24kDEG%2FzJvzaNhZG4jDyqvDKqtKhS8t2mk25GZZtmRBHsfWQADVSfkdOGLQCjvoZjdpSjrGDhrWCHCJqSq7tTrmRwSPZG5zBSt9vCe4Weh3MnmBmiulRJiEfE5rlENNJjPKfPrfXvEK%2BOeZQtS74QzG4pPpUrjjIZIyjPzb%7Ctkp%3ABk9SR-Da5ZXDZQ,not found
2025 HP Laptop Computer 17.3 FHD 6-Core Ryzen 5 Upto 64GB RAM & 2TB SSD Win Pro,https://www.ebay.com/itm/116453646030?_skw=laptop&itmmeta=01JRCNSDMAPQK8CP20B7YVYZQV&hash=item1b1d2d9ece:g:1IsAAOSwBt1nkA5E&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dToGYYqZJTAypCKKgbngM2cke7j5rxllCEpgQ6M7elKeS%2FJ4ESwFZS%2B7lgt2itqPg8UwKbyc92toxp1jeDqW9adP5AcNwXchxjaSbM8wAxVonfL18ZgXLVsBDJ%2FLRzgq2Q6cr17LMkokfX9HnJ28uAqf3PN9Syn1B0VlOdRvmeg6YI2KxfgoOH6kp20aiO8fOuykD6mYrMac45l3ATXULJKSJxrQVp3pRlq7N0VRxrw0WM1%2BdBJsGbmnNZPJTuSl27qfhCCfkmgaeQnznoXC0w%7Ctkp%3ABk9SR-Da5ZXDZQ,not found
"Dell Latitude 3310 13.3"" Laptop PC Computer Core i3 8GB RAM 128GB SSD Windows 11",https://www.ebay.com/itm/284867887623?_skw=laptop&itmmeta=01JRCNSDMACM9V63YFQMA3QPVA&hash=item4253730207:g:96MAAOSwcf5nidHj&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dAJgWHvpm1zW4t5Ovr9ByrIWGlwK%2F6mGTNizSYVhKdBOa3v5YF9VKUqGrIIP7WgJ%2BEGMMpDC9S1qPFlYUyK%2FyFVKaSvusEFHJqdZaZpSvqFa3pbw6%2BUNT2zCporytEhKDajIa6nph%2FDo1BYl%2FFq2DwEBu10zd62QpaokjzuwUEB0DXKq5WiV2OXi0WEOZ5YlPdQTR5cBVazX4cB3J7der6zXg4ex8QfmITnGtBMm%2FCAw%3D%3D%7Ctkp%3ABlBMUODa5ZXDZQ,not found
"Dell Latitude Laptop PC Computer 11.6"" Intel Pentium Windows 10 4GB RAM 64GB SSD",https://www.ebay.com/itm/254646198216?_skw=laptop&itmmeta=01JRCNSDMA9YHK6D2ZJEPGWH5D&hash=item3b4a189fc8:g:kSQAAOSwj6ZnUM0Q&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1evoOz%2BOwUA8Yv0bqTfD0seoejw%2BTS6fAIunApwb9%2BGyJE8ctsg5FPUIWhdlMDcdcXNYANDNZoel0HuaogTCWsTUJ89%2B4xxrhffB8oo1C9F227Z%2BP3lYDOYoAoJIu%2FKqYdN38B9KuzYQhfuInR4qU%2BsKwl6BsnBc%2BkwPTQ79U6MSMr95vXlZz6EWDMwvom4vDreqBP7jfS86PzzZ%2B7BR%2FwmlVF1TR0VZTrGu5icZ1cESA%3D%3D%7Ctkp%3ABlBMUODa5ZXDZQ,not found
"Dell Laptop E5470 14"" Intel Core i5 8GB Ram 256GB SSD Webcam Windows 10 Pro HDMI",https://www.ebay.com/itm/265369330737?_skw=laptop&itmmeta=01JRCNSDMAASGBQKQFZMCXY94D&hash=item3dc93ea431:g:iU0AAOSwz3Vk4Dp5&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1c8FszaCBbQ%2FOlUluvQp0W1mxWMSQr60erwJDOA8q6vhPMkJgE%2B53sgZZnM%2FUu3Bl1o66BCBsT9PlcDmY4763dLape9n%2FAveRV7wi7HhiTXTCO%2FAdq%2B997ibmu693NggNbKvTt6jfmSACAvPCrg3JT%2FdF0EecKaznJJsIfJAZ0wDkdz9Zu%2B4VZbi2o7HvYdHVWZuhwvOcIhB%2F0yQIXg%2F5sivfPV%2BoZC4eRsp3p2iZAErg%3D%3D%7Ctkp%3ABlBMUODa5ZXDZQ,not found
HP EliteBook 14” 1080p Laptop AMD Ryzen 5 PRO Up To 32GB RAM 1TB SSD Windows 11,https://www.ebay.com/itm/256879744174?_skw=laptop&itmmeta=01JRCNSDMAQ238449G9HTV4T2C&hash=item3bcf39d4ae:g:9VIAAOSwj9xn7UhW&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fd%2BZ%2Fz%2FXYxYXy9DZozrUceI8RoajwrTZ4MFz3kOAjAiGH3B1kOaknCvJNQfB%2BXNxW0ZU5Kdx97e207g90vwo0yqJQLn%2Bu887jcRN9cIENDrFnuS6mW1Cq78vPxSuP0NARewgm1aNE3Zpzic5eAEdNZnY9HGL71A66g58%2BLVc1ybg9HkqgeGpIoX1ojBxyXg1dFn9%2Bxqw%2BFkcQat6H8L5e24PwP9DJJKuXS6H9QNxOi%2Fg%3D%3D%7Ctkp%3ABk9SR-Da5ZXDZQ,not found
"Lenovo LOQ 15.6"" FHD 144Hz Gaming Laptop i5-12450HX 12GB RAM 512GB SSD RTX 3050",https://www.ebay.com/itm/126480962681?_skw=laptop&itmmeta=01JRCNSDMAV6A509FAF7V4G0E8&hash=item1d72da5479:g:KeEAAOSw~gFmQyw7&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fuGvOJtpwpC8Vw%2BWZrlz%2BkmQijl%2FUOH9kHHXJr%2B4LHHueVqhmuGpUo3kM%2FDe5Q95zGQqHPiPf7reEnNGSKYpo0cqjfa8Yx8WJvpb1oQ1yKjuqwn9b2mAumUnStdsNSCKaVEQbTGVxXxsjtzi5W2exhrYTjBX4zEWpFyiLAmoSV4JAxzuXAdQzD%2Bn%2B0xm3ELSe%2FwSqGtHnn%2FxZKvyPPAwtbH8bdJZL0RRn3l%2FYGFIEYQ9aucWAYly5UDtIUDK41RCTh36j4uMA%2FEbwlZwpdbYBJ%7Ctkp%3ABk9SR-Da5ZXDZQ,not found
"Dell 14"" FHD Laptop Intel Quad Core i7 4.20GHz 64GB RAM 4TB SSD Windows 11 Pro",https://www.ebay.com/itm/335762770305?_skw=laptop&itmmeta=01JRCNSDMBR0X75YH1GH6QFBMJ&hash=item4e2d054981:g:T3wAAOSwR1BngY1o&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1emvZGuvksLaLPtSw9Pp8GbYd2Y7lq4x1JFAWPVVVzTezLht4omRFf4TBHjweJJLSGE2fuRVhSXLzr%2FlupkhXcNcDQyomQ%2FeL1ZvGZAv7oGasgf2av4OSgE14SEwj13OJgjIUkxAxAncPEubGiL%2B%2ByGqH7Erw%2BT51pzk3eNo7A%2FgP%2FRitRto0qUwgfBv0a6u%2Fu15un2bjaw3YyA18a0ogtgihQzFPKvDFQi29HZedQrtg%3D%3D%7Ctkp%3ABk9SR-Da5ZXDZQ,not found
HP EliteBook Laptop Light Gaming PC Core i5 16GB RAM 512GB SSD Windows 11 Pro,https://www.ebay.com/itm/264714553889?_skw=laptop&itmmeta=01JRCNSDP40J7BNGZJH3M4WXD1&hash=item3da2378a21:g:zZQAAOSwX41n7zAA&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fa6JnZl0PJbbL%2BlOGwiNDJL2%2B4fDK%2Fu9BDDgeKKlgWNULHRRlbexdFhlXFKwkpcAI9neZBtnmh8O5UVPnpuSsV5sq6qDnSt8GJySWgB602gJQLTCHL1JAuLWuqtjXJqNIBTHbBS5jw79k6VFYPwr2SCAMumb65fbmhP%2F0RL5Gj0Iwjxl3nJHaZZPc8WqEc5%2FfVnewi3jnzsU2NuOEfjVRVe9Rq7c0Ju%2FYZPjU7LwgcgQ%3D%3D%7Ctkp%3ABlBMUKDb5ZXDZQ,not found
"Dell Latitude 3310 Laptop PC Computer 13.3"" Core i3 8GB RAM 512GB SSD Windows 11",https://www.ebay.com/itm/254654754368?_skw=laptop&itmmeta=01JRCNSDP46KAD6NBRDJ182RTT&hash=item3b4a9b2e40:g:eUAAAOSwzktn9dpe&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1eeiChS4Pan%2B9jtum342sREbzVlX1vFt2xoW1D2f6UVp96rAX9STGgyldkmskjt8agbbv0VFrqQWXcPzJqFVScEf8OICUy%2FluiKKEHumYOn1bbGXdPBidMKWfU3giyVGReJuWl%2BPjEPKHe4FAsUH3inRca1xy5VOs5iCk5mAm0fofvzAmQ%2BdKTvKODR7njzzf2maRa0p61koHHPeR%2BadDHRxJEET%2Blm6%2F4pmYSDO2b9bA%3D%3D%7Ctkp%3ABlBMUKDb5ZXDZQ,not found
"Dell Latitude 3310 13.3"" Laptop PC Computer Core i3 8GB RAM 128GB SSD Windows 11",https://www.ebay.com/itm/284867887623?_skw=laptop&itmmeta=01JRCNSDP4N86SAH7SQJ3CT41T&hash=item4253730207:g:96MAAOSwcf5nidHj&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dAJgWHvpm1zW4t5Ovr9ByrLtikHzpIfrhATK4ly5BAPBPf59YmGvluqNXl8hY1icp10MFFmme6k1ZXKxnjKwRO%2BnzwmOu81tI%2FgV1bb4q27nDLuZ5JipRa7gfKn2JT2VOrfYu7Bbsczao0J7dZQNaMRv%2BDbxr9Y9RtkB419awkqkZIb4AdqnzVD9JYXoVobEvR2VMnKILuchU3OdTNRC%2BKcBAw89IOKwDmM3MNE3GTkw%3D%3D%7Ctkp%3ABlBMUKDb5ZXDZQ,not found
"Dell Latitude Laptop PC Computer 11.6"" Intel Pentium Windows 10 4GB RAM 64GB SSD",https://www.ebay.com/itm/254646198216?_skw=laptop&itmmeta=01JRCNSDP4R9WGPBW0NGXPBCFM&hash=item3b4a189fc8:g:kSQAAOSwj6ZnUM0Q&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1evoOz%2BOwUA8Yv0bqTfD0seQ55%2FftBa5fztkbmpp%2B%2FexbQSPlxHhdIaTNVuDETpwbBy2DqJ%2BQtMjAmAYmO4lPyrYGJy5yS7eNyoUwAjrjeAaIH6S3Zj6NX2FFWMAHKeq9Hzw3UeB6IC0GGd6ME2LRpldusyZZE63CDt8Kc9cfbS5G4SYiYcFKWdNDFBOHjRQk%2BH9rZHCJc0jjGmN2AzehuYK3gqg%2FpHCCH62Q4D2iSu4w%3D%3D%7Ctkp%3ABlBMUKDb5ZXDZQ,not found
Lenovo ThinkPad T480 Laptop 14” Intel Core i5 8GB RAM 128GB SSD Windows 11 HDMI,https://www.ebay.com/itm/286101111453?_skw=laptop&itmmeta=01JRCNSDP4SZPNZB2727T6XTEE&hash=item429cf4829d:g:tBYAAOSwXztn720A&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1elVDD7ac47ouA8IXWcg3lIQakJJBqP7TZS6R8JcdjB9L5H%2F2Hi%2FickJxAfzAAnqanBptsEN3eoiaMJKKoMd5BV6n%2FOGkWgr3m1Z6ruN8G8YoYhhud2lqIuvqMb5AkmlosYfVIxQ6GN2GyXRzJcfF4JkkaH2XA7Wcu8ZnPYFaV0xy%2BXRHSoch1Ib6mTkayda8cYzpuCzqyagvJ7HIWQeLkQcl1xH%2F836qKaEZzONqRghQ%3D%3D%7Ctkp%3ABlBMUKDb5ZXDZQ,not found
"Lenovo Laptop 11.6"" 2-in-1 Touchscreen HD Pentium Silver N 4GB 256GB SSD Win 10",https://www.ebay.com/itm/264287625067?_skw=laptop&itmmeta=01JRCNSDP4KG7KA48B96A7TH67&hash=item3d88c51f6b:g:MXwAAOSwrlJn72~Z&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1feMmJn19CDSjDTPdeA4r1KQc0SFEzQ6wM6tnA6Txof3gY454rTzBoNo%2FTo6ar6%2FE5iUOy06%2BPfA4tfWqOnARzPZZgJh1Rtzk%2B0HbwQQwqgGOm5fh7t0j9NYq42L53XI4u%2FWK19MCFdng7QAZKs9fF2uYrfDFGglJ8m2%2B3IAfuAEnLphpuJBzRtSlwpURbEh7NgwH%2Bq1rD8ppjA2cCnEXZu1qZjNVnJokuxUITlBace%2Fg%3D%3D%7Ctkp%3ABlBMUKDb5ZXDZQ,not found
"Microsoft Surface Book 2 13.5"" Intel i7 8650U 1.90GHz 16GB RAM 512GB SSD Win 11",https://www.ebay.com/itm/204283294855?_skw=laptop&epid=26062938811&itmmeta=01JRCNSDP4AV22C44ZTPXVYHST&hash=item2f903bb487:g:0WcAAOSw6r5mTBjj&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dBoZsNhjBD5y3NHf%2Bt%2Bq3hlxkBQA7Gj%2FRs5xVIm9f7yFUSBEQT1GuVybNhRlkTg0bPRXCEnPigxa%2FuZuuZmHLj%2BKNWKJsg5DtA05trdhianHtVsnR9iWzqkUL65Fz%2BGtugcpKLpbhSV1pF28p2jnCreaca4l%2BUlM4OTazGzz6C%2BHdtUHQn72UiB8VZcM%2BLXKl744IDjWi%2BUkm%2BzeUfFXFEt6Y%2FU94wvzTL8OTE%2F%2BCxe1AbD5d%2B2D%2Bu%2BCgIDBfbFKWYHGdIIlHOie4rFoQGGc2c%7Ctkp%3ABFBMoNvllcNl,not found
"Microsoft Surface Pro 7+ Intel i5 1135G7 2.40GHz 8GB RAM 128GB SSD 12.3"" Win 11 ",https://www.ebay.com/itm/204925679055?_skw=laptop&itmmeta=01JRCNSDP4GGZ9HYQC16JAR2SP&hash=item2fb685b5cf:g:XSYAAOSw9B1nKVxw&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dLbZQmVN2JjXP%2FiAbRjoOCoUD66w8aM7c7pnPPNEfZ3Xpa7l9FQIAwojcpVvB7fWMu6ddrahkBYMyiPmHaRTrf%2FA4zmJ8ssAjTXDI%2Fmdw1rudNUVe5eKEY1D%2FYDcO%2BYqYpE3Ho%2B%2FvXv0fvHMJDuhIXKK6c3MZ9VDnaqCMmFDOhlpdt4Wg37Ete%2ByogCxMqwJ9wr4y0Mmjvg7QlvdWpKBiFf9JXUqfxF7M6jXc34bfq9%2FZTcFFdDE%2Fcg%2Brl5nb2Tb4WDemGVSs%2FTUD11NvrKfIS%7Ctkp%3ABFBMotvllcNl,not found
"~CLEARANCE~ 15.6"" Lenovo ThinkPad Laptop: Intel i5! 16GB RAM~1TB Storage! Webcam",https://www.ebay.com/itm/115839581444?_skw=laptop&itmmeta=01JRCNSDMB16TN14RXQW0HJEQV&hash=item1af893bd04:g:l94AAOSwxt1nuJLS&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cn31EzyZex9xu4POcn2KNYomcIkug1WQcnKzrSg0qz4y2TMPNZi3wEjfT1%2FFXLxnxLv3SJECFGh%2BfaQH8FnFJXuva1%2B9%2BMeoiKbxlMrNtfLyq4TBEXU1afDszBDiiDp8hB4FojtXTsKHdK7qZnjLB%2FLRklXo55JVpk7I9QrZRnCaF0Y1LWW5T9fZItcZcOsW6w7s5w14K2pPa8louH4lf5Bgcm4SdFsL7AHNBcDQNQUpQjbp9V30q%2Fb7BNsm40AUuYAmPn%2FDvgHU4C4Vssr8t9%7Ctkp%3ABk9SR-Da5ZXDZQ,not found
"HP ProBook 640 G5 14"" HD Laptop Computer Core i5 16GB RAM 256GB SSD Windows 11",https://www.ebay.com/itm/283951308518?_skw=laptop&itmmeta=01JRCNSDMBRW5EX9S6PZ348XS4&hash=item421cd11ee6:g:XxkAAOSwGlZnyPx7&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1c1Y3tom7f%2BQSegh8fSpbK98TBU9buQo2wcnLdUHdGlmlnJzwlSRxqaksFgVshqGRd%2Fd1yBcXZdnGzn4V9mY3G9VXtn07YbeX2HOMPOB8MsSVAZRJ37jlSLhdHjxxNY%2BVylm1XX4vBR4CNn%2Byz2RNnD59XXYaZPTVDH6pq9b60RhKiBEm7q1MwpS7bzWN6rMVkOmvx1KXy0Twh%2BROl2c0ShRGxu2GllFF8vtMbNwajR0DXoQCfuAUdBXR35EIUSHDW%2Fbyiaeo1OcpEAcVuzl4Io%7Ctkp%3ABk9SR-Da5ZXDZQ,not found
